"word","sentiment","translatedContent"
"gory","miedo","sangriento"
"gory","negativo","sangriento"
"gory","tristeza","sangriento"
"gospel","positivo","evangelio"
"gospel","confianza","evangelio"
"gossip","negativo","chisme"
"gouge","negativo","gubia"
"gout","negativo","gota"
"govern","positivo","regir"
"govern","confianza","regir"
"governess","confianza","institutriz"
"government","miedo","gobierno"
"government","negativo","gobierno"
"governor","confianza","gobernador"
"grab","enfado","agarrar"
"grab","negativo","agarrar"
"grace","positivo","gracia"
"graceful","positivo","agraciado"
"gracious","positivo","Cortés"
"graciously","positivo","graciosamente"
"gradual","anticipacion","gradual"
"graduation","anticipacion","graduación"
"graduation","miedo","graduación"
"graduation","alegria","graduación"
"graduation","positivo","graduación"
"graduation","sorpresa","graduación"
"graduation","confianza","graduación"
"grammar","confianza","gramática"
"grandchildren","anticipacion","nietos"
"grandchildren","alegria","nietos"
"grandchildren","positivo","nietos"
"grandchildren","confianza","nietos"
"grandeur","positivo","grandeza"
"grandfather","confianza","abuelo"
"grandmother","positivo","abuela"
"grant","anticipacion","conceder"
"grant","alegria","conceder"
"grant","positivo","conceder"
"grant","confianza","conceder"
"granted","positivo","concedido"
"grasping","anticipacion","avaro"
"grasping","negativo","avaro"
"grate","negativo","rallar"
"grated","enfado","rallado"
"grated","negativo","rallado"
"grateful","positivo","agradecido"
"gratify","alegria","satisfacer"
"gratify","positivo","satisfacer"
"gratify","sorpresa","satisfacer"
"grating","enfado","rejilla"
"grating","desagrado","rejilla"
"grating","negativo","rejilla"
"gratitude","alegria","gratitud"
"gratitude","positivo","gratitud"
"gratuitous","desagrado","gratuito"
"grave","miedo","tumba"
"grave","negativo","tumba"
"grave","tristeza","tumba"
"gravitate","anticipacion","gravitar"
"gray","desagrado","gris"
"gray","tristeza","gris"
"greasy","desagrado","grasiento"
"greater","positivo","mayor"
"greatness","alegria","grandeza"
"greatness","positivo","grandeza"
"greatness","sorpresa","grandeza"
"greatness","confianza","grandeza"
"greed","enfado","codicia"
"greed","desagrado","codicia"
"greed","negativo","codicia"
"greedy","desagrado","codicioso"
"greedy","negativo","codicioso"
"green","alegria","verde"
"green","positivo","verde"
"green","confianza","verde"
"greeting","positivo","saludo"
"greeting","sorpresa","saludo"
"gregarious","positivo","gregario"
"grenade","miedo","granada"
"grenade","negativo","granada"
"grief","negativo","dolor"
"grief","tristeza","dolor"
"grievance","enfado","queja"
"grievance","desagrado","queja"
"grievance","negativo","queja"
"grievance","tristeza","queja"
"grieve","miedo","afligirse"
"grieve","negativo","afligirse"
"grieve","tristeza","afligirse"
"grievous","enfado","grave"
"grievous","miedo","grave"
"grievous","negativo","grave"
"grievous","tristeza","grave"
"grim","enfado","severo"
"grim","anticipacion","severo"
"grim","desagrado","severo"
"grim","miedo","severo"
"grim","negativo","severo"
"grim","tristeza","severo"
"grime","desagrado","mugre"
"grime","negativo","mugre"
"grimy","desagrado","mugriento"
"grimy","negativo","mugriento"
"grin","anticipacion","mueca"
"grin","alegria","mueca"
"grin","positivo","mueca"
"grin","sorpresa","mueca"
"grin","confianza","mueca"
"grinding","negativo","molienda"
"grisly","desagrado","espeluznante"
"grisly","miedo","espeluznante"
"grisly","negativo","espeluznante"
"grist","positivo","molienda"
"grit","positivo","arena"
"grit","confianza","arena"
"grizzly","miedo","oso pardo"
"grizzly","negativo","oso pardo"
"groan","desagrado","gemido"
"groan","negativo","gemido"
"groan","tristeza","gemido"
"grope","enfado","ir a tientas"
"grope","desagrado","ir a tientas"
"grope","miedo","ir a tientas"
"grope","negativo","ir a tientas"
"gross","desagrado","bruto"
"gross","negativo","bruto"
"grotesque","desagrado","grotesco"
"grotesque","negativo","grotesco"
"ground","confianza","suelo"
"grounded","miedo","conectado a tierra"
"grounded","negativo","conectado a tierra"
"grounded","tristeza","conectado a tierra"
"groundless","negativo","infundado"
"groundwork","positivo","trabajo preparatorio"
"grow","anticipacion","crecer"
"grow","alegria","crecer"
"grow","positivo","crecer"
"grow","confianza","crecer"
"growl","enfado","gruñido"
"growl","miedo","gruñido"
"growl","negativo","gruñido"
"growling","enfado","gruñendo"
"growling","desagrado","gruñendo"
"growling","miedo","gruñendo"
"growling","negativo","gruñendo"
"growth","positivo","crecimiento"
"grudge","enfado","resentimiento"
"grudge","negativo","resentimiento"
"grudgingly","negativo","a regañadientes"
"gruesome","desagrado","horrible"
"gruesome","negativo","horrible"
"gruff","enfado","brusco"
"gruff","desagrado","brusco"
"gruff","negativo","brusco"
"grumble","enfado","queja"
"grumble","desagrado","queja"
"grumble","negativo","queja"
"grumpy","enfado","gruñón"
"grumpy","desagrado","gruñón"
"grumpy","negativo","gruñón"
"grumpy","tristeza","gruñón"
"guarantee","positivo","garantía"
"guarantee","confianza","garantía"
"guard","miedo","Guardia"
"guard","positivo","Guardia"
"guard","confianza","Guardia"
"guarded","confianza","guardado"
"guardian","positivo","guardián"
"guardian","confianza","guardián"
"guardianship","positivo","tutela"
"guardianship","confianza","tutela"
"gubernatorial","positivo","gobernador"
"gubernatorial","confianza","gobernador"
"guerilla","miedo","guerrilla"
"guerilla","negativo","guerrilla"
"guess","sorpresa","adivinar"
"guidance","positivo","Guia"
"guidance","confianza","Guia"
"guide","positivo","guía"
"guide","confianza","guía"
"guidebook","positivo","guía"
"guidebook","confianza","guía"
"guile","negativo","engaño"
"guillotine","enfado","guillotina"
"guillotine","anticipacion","guillotina"
"guillotine","desagrado","guillotina"
"guillotine","miedo","guillotina"
"guillotine","negativo","guillotina"
"guillotine","tristeza","guillotina"
"guilt","desagrado","culpa"
"guilt","negativo","culpa"
"guilt","tristeza","culpa"
"guilty","enfado","culpable"
"guilty","negativo","culpable"
"guilty","tristeza","culpable"
"guise","negativo","guisa"
"gull","negativo","gaviota"
"gullible","negativo","crédulo"
"gullible","tristeza","crédulo"
"gullible","confianza","crédulo"
"gulp","miedo","trago"
"gulp","sorpresa","trago"
"gun","enfado","pistola"
"gun","miedo","pistola"
"gun","negativo","pistola"
"gunpowder","miedo","pólvora"
"guru","positivo","gurú"
"guru","confianza","gurú"
"gush","desagrado","chorro"
"gush","alegria","chorro"
"gush","negativo","chorro"
"gusset","confianza","escudete"
"gut","desagrado","intestino"
"guts","positivo","tripas"
"gutter","desagrado","canal"
"guzzling","negativo","engullendo"
"gymnast","positivo","gimnasta"
"gypsy","negativo","gitano"
"habitat","positivo","habitat"
"habitual","anticipacion","habitual"
"hag","desagrado","bruja"
"hag","miedo","bruja"
"hag","negativo","bruja"
"haggard","negativo","demacrado"
"haggard","tristeza","demacrado"
"hail","negativo","granizo"
"hail","positivo","granizo"
"hail","confianza","granizo"
"hairy","desagrado","peludo"
"hairy","negativo","peludo"
"hale","positivo","sano"
"halfway","negativo","Medio camino"
"hallucination","miedo","alucinación"
"hallucination","negativo","alucinación"
"halter","enfado","cabestro"
"halter","miedo","cabestro"
"halter","negativo","cabestro"
"halter","tristeza","cabestro"
"halting","miedo","vacilante"
"halting","negativo","vacilante"
"halting","tristeza","vacilante"
"hamper","negativo","cesto"
"hamstring","enfado","tendón de la corva"
"hamstring","negativo","tendón de la corva"
"hamstring","tristeza","tendón de la corva"
"handbook","confianza","manual"
"handicap","negativo","Desventaja"
"handicap","tristeza","Desventaja"
"handy","positivo","práctico"
"hanging","enfado","colgando"
"hanging","desagrado","colgando"
"hanging","miedo","colgando"
"hanging","negativo","colgando"
"hanging","tristeza","colgando"
"hangman","miedo","verdugo"
"hangman","negativo","verdugo"
"hankering","anticipacion","anhelo"
"hap","anticipacion","tener suerte"
"hap","sorpresa","tener suerte"
"happen","anticipacion","ocurrir"
"happily","alegria","felizmente"
"happily","positivo","felizmente"
"happiness","anticipacion","felicidad"
"happiness","alegria","felicidad"
"happiness","positivo","felicidad"
"happy","anticipacion","contento"
"happy","alegria","contento"
"happy","positivo","contento"
"happy","confianza","contento"
"harass","enfado","acosar"
"harass","desagrado","acosar"
"harass","negativo","acosar"
"harassing","enfado","acoso"
"harbinger","enfado","heraldo"
"harbinger","anticipacion","heraldo"
"harbinger","miedo","heraldo"
"harbinger","negativo","heraldo"
"harbor","confianza","puerto"
"hardened","enfado","curtido"
"hardened","desagrado","curtido"
"hardened","miedo","curtido"
"hardened","negativo","curtido"
"hardness","negativo","dureza"
"hardship","negativo","privación"
"hardship","tristeza","privación"
"hardy","alegria","resistente"
"hardy","positivo","resistente"
"hardy","confianza","resistente"
"harlot","desagrado","ramera"
"harlot","negativo","ramera"
"harm","miedo","daño"
"harm","negativo","daño"
"harmful","enfado","perjudicial"
"harmful","desagrado","perjudicial"
"harmful","miedo","perjudicial"
"harmful","negativo","perjudicial"
"harmful","tristeza","perjudicial"
"harmoniously","alegria","armoniosamente"
"harmoniously","positivo","armoniosamente"
"harmoniously","confianza","armoniosamente"
"harmony","alegria","armonía"
"harmony","positivo","armonía"
"harmony","confianza","armonía"
"harrowing","miedo","horroroso"
"harrowing","negativo","horroroso"
"harry","enfado","Harry"
"harry","negativo","Harry"
"harry","tristeza","Harry"
"harshness","enfado","dureza"
"harshness","miedo","dureza"
"harshness","negativo","dureza"
"harvest","anticipacion","cosecha"
"harvest","alegria","cosecha"
"harvest","positivo","cosecha"
"hash","negativo","picadillo"
"hashish","negativo","hachís"
"haste","anticipacion","prisa"
"hasty","negativo","apresurado"
"hate","enfado","odio"
"hate","desagrado","odio"
"hate","miedo","odio"
"hate","negativo","odio"
"hate","tristeza","odio"
"hateful","enfado","odioso"
"hateful","desagrado","odioso"
"hateful","miedo","odioso"
"hateful","negativo","odioso"
"hateful","tristeza","odioso"
"hating","enfado","odiando"
"hating","negativo","odiando"
"hatred","enfado","odio"
"hatred","desagrado","odio"
"hatred","miedo","odio"
"hatred","negativo","odio"
"hatred","tristeza","odio"
"haughty","enfado","arrogante"
"haughty","negativo","arrogante"
"haunt","miedo","guarida"
"haunt","negativo","guarida"
"haunted","miedo","obsesionado"
"haunted","negativo","obsesionado"
"haunted","tristeza","obsesionado"
"haven","positivo","refugio"
"haven","confianza","refugio"
"havoc","enfado","estragos"
"havoc","miedo","estragos"
"havoc","negativo","estragos"
"hawk","miedo","halcón"
"hazard","miedo","peligro"
"hazard","negativo","peligro"
"hazardous","miedo","peligroso"
"hazardous","negativo","peligroso"
"haze","miedo","calina"
"haze","negativo","calina"
"headache","negativo","dolor de cabeza"
"headlight","anticipacion","faro"
"headway","positivo","progreso"
"heady","negativo","embriagador"
"heal","alegria","sanar"
"heal","positivo","sanar"
"heal","confianza","sanar"
"healing","anticipacion","curación"
"healing","alegria","curación"
"healing","positivo","curación"
"healing","confianza","curación"
"healthful","alegria","sano"
"healthful","positivo","sano"
"healthy","positivo","saludable"
"hearing","miedo","escuchando"
"hearing","negativo","escuchando"
"hearsay","negativo","rumores"
"hearse","miedo","coche fúnebre"
"hearse","negativo","coche fúnebre"
"hearse","tristeza","coche fúnebre"
"heartache","negativo","angustia"
"heartache","tristeza","angustia"
"heartburn","negativo","acidez"
"heartfelt","alegria","sentido"
"heartfelt","positivo","sentido"
"heartfelt","tristeza","sentido"
"heartfelt","confianza","sentido"
"hearth","positivo","hogar"
"heartily","alegria","sinceramente"
"heartily","positivo","sinceramente"
"heartless","negativo","cruel"
"heartless","tristeza","cruel"
"heartworm","desagrado","gusano del corazón"
"heathen","miedo","pagano"
"heathen","negativo","pagano"
"heavenly","anticipacion","celestial"
"heavenly","alegria","celestial"
"heavenly","positivo","celestial"
"heavenly","confianza","celestial"
"heavens","alegria","Cielos"
"heavens","positivo","Cielos"
"heavens","confianza","Cielos"
"heavily","negativo","fuertemente"
"hedonism","alegria","hedonismo"
"hedonism","negativo","hedonismo"
"hedonism","positivo","hedonismo"
"heel","negativo","tacón"
"heft","anticipacion","peso"
"heft","miedo","peso"
"heft","positivo","peso"
"heighten","miedo","aumentar"
"heighten","negativo","aumentar"
"heinous","negativo","atroz"
"hell","enfado","infierno"
"hell","desagrado","infierno"
"hell","miedo","infierno"
"hell","negativo","infierno"
"hell","tristeza","infierno"
"hellish","enfado","infernal"
"hellish","desagrado","infernal"
"hellish","miedo","infernal"
"hellish","negativo","infernal"
"hellish","tristeza","infernal"
"helmet","miedo","casco"
"helmet","positivo","casco"
"helper","positivo","ayudante"
"helper","confianza","ayudante"
"helpful","alegria","servicial"
"helpful","positivo","servicial"
"helpful","confianza","servicial"
"helpless","miedo","indefenso"
"helpless","negativo","indefenso"
"helpless","tristeza","indefenso"
"helplessness","miedo","impotencia"
"helplessness","negativo","impotencia"
"helplessness","tristeza","impotencia"
"hemorrhage","desagrado","hemorragia"
"hemorrhage","miedo","hemorragia"
"hemorrhage","negativo","hemorragia"
"hemorrhage","tristeza","hemorragia"
"hemorrhoids","negativo","hemorroides"
"herbal","positivo","herbario"
"heresy","negativo","herejía"
"heretic","desagrado","hereje"
"heretic","negativo","hereje"
"heritage","confianza","patrimonio"
"hermaphrodite","negativo","hermafrodita"
"hermaphrodite","sorpresa","hermafrodita"
"hermit","tristeza","ermitaño"
"hermit","confianza","ermitaño"
"hero","anticipacion","héroe"
"hero","alegria","héroe"
"hero","positivo","héroe"
"hero","sorpresa","héroe"
"hero","confianza","héroe"
"heroic","alegria","heroico"
"heroic","positivo","heroico"
"heroic","sorpresa","heroico"
"heroic","confianza","heroico"
"heroics","positivo","heroica"
"heroin","negativo","heroína"
"heroine","positivo","heroína"
"heroine","confianza","heroína"
"heroism","anticipacion","heroísmo"
"heroism","alegria","heroísmo"
"heroism","positivo","heroísmo"
"heroism","sorpresa","heroísmo"
"heroism","confianza","heroísmo"
"herpes","desagrado","herpes"
"herpes","negativo","herpes"
"herpesvirus","desagrado","virus del herpes"
"herpesvirus","negativo","virus del herpes"
"hesitation","miedo","vacilación"
"hesitation","negativo","vacilación"
"heyday","anticipacion","apogeo"
"heyday","alegria","apogeo"
"heyday","positivo","apogeo"
"heyday","confianza","apogeo"
"hidden","negativo","oculto"
"hide","miedo","esconder"
"hideous","desagrado","horrible"
"hideous","miedo","horrible"
"hideous","negativo","horrible"
"hideous","tristeza","horrible"
"hiding","miedo","ocultación"
"highest","anticipacion","más alto"
"highest","miedo","más alto"
"highest","alegria","más alto"
"highest","negativo","más alto"
"highest","positivo","más alto"
"highest","sorpresa","más alto"
"hilarious","alegria","divertidísimo"
"hilarious","positivo","divertidísimo"
"hilarious","sorpresa","divertidísimo"
"hilarity","alegria","hilaridad"
"hilarity","positivo","hilaridad"
"hindering","negativo","estorbador"
"hindering","tristeza","estorbador"
"hindrance","negativo","obstáculo"
"hippie","negativo","hippie"
"hire","anticipacion","alquiler"
"hire","alegria","alquiler"
"hire","positivo","alquiler"
"hire","confianza","alquiler"
"hiss","enfado","silbido"
"hiss","miedo","silbido"
"hiss","negativo","silbido"
"hissing","negativo","silbido"
"hit","enfado","golpear"
"hit","negativo","golpear"
"hitherto","negativo","hasta ahora"
"hive","negativo","colmena"
"hoarse","negativo","ronco"
"hoary","negativo","canoso"
"hoary","tristeza","canoso"
"hoax","enfado","farsa"
"hoax","desagrado","farsa"
"hoax","negativo","farsa"
"hoax","tristeza","farsa"
"hoax","sorpresa","farsa"
"hobby","alegria","pasatiempo"
"hobby","positivo","pasatiempo"
"hobo","negativo","obrero temporal"
"hobo","tristeza","obrero temporal"
"hog","desagrado","cerdo"
"hog","negativo","cerdo"
"holiday","anticipacion","fiesta"
"holiday","alegria","fiesta"
"holiday","positivo","fiesta"
"holiness","anticipacion","santidad"
"holiness","miedo","santidad"
"holiness","alegria","santidad"
"holiness","positivo","santidad"
"holiness","sorpresa","santidad"
"holiness","confianza","santidad"
"hollow","negativo","hueco"
"hollow","tristeza","hueco"
"holocaust","enfado","holocausto"
"holocaust","desagrado","holocausto"
"holocaust","miedo","holocausto"
"holocaust","negativo","holocausto"
"holocaust","tristeza","holocausto"
"holy","positivo","santo"
"homage","positivo","homenaje"
"homeless","enfado","Vagabundo"
"homeless","anticipacion","Vagabundo"
"homeless","desagrado","Vagabundo"
"homeless","miedo","Vagabundo"
"homeless","negativo","Vagabundo"
"homeless","tristeza","Vagabundo"
"homesick","negativo","nostálgico"
"homesick","tristeza","nostálgico"
"homework","miedo","deberes"
"homicidal","enfado","homicida"
"homicidal","miedo","homicida"
"homicidal","negativo","homicida"
"homicide","enfado","homicidio"
"homicide","desagrado","homicidio"
"homicide","miedo","homicidio"
"homicide","negativo","homicidio"
"homicide","tristeza","homicidio"
"homology","positivo","homologia"
"homosexuality","negativo","homosexualidad"
"honest","enfado","honesto"
"honest","desagrado","honesto"
"honest","miedo","honesto"
"honest","alegria","honesto"
"honest","positivo","honesto"
"honest","tristeza","honesto"
"honest","confianza","honesto"
"honesty","positivo","honestidad"
"honesty","confianza","honestidad"
"honey","positivo","miel"
"honeymoon","anticipacion","Luna de miel"
"honeymoon","alegria","Luna de miel"
"honeymoon","positivo","Luna de miel"
"honeymoon","sorpresa","Luna de miel"
"honeymoon","confianza","Luna de miel"
"honor","positivo","honor"
"honor","confianza","honor"
"honorable","positivo","honorable"
"honorable","confianza","honorable"
"hood","enfado","capucha"
"hood","desagrado","capucha"
"hood","miedo","capucha"
"hood","negativo","capucha"
"hooded","miedo","encapuchado"
"hooked","negativo","enganchado"
"hoot","enfado","ulular"
"hoot","desagrado","ulular"
"hoot","negativo","ulular"
"hope","anticipacion","esperanza"
"hope","alegria","esperanza"
"hope","positivo","esperanza"
"hope","sorpresa","esperanza"
"hope","confianza","esperanza"
"hopeful","anticipacion","esperanzado"
"hopeful","alegria","esperanzado"
"hopeful","positivo","esperanzado"
"hopeful","sorpresa","esperanzado"
"hopeful","confianza","esperanzado"
"hopeless","miedo","sin esperanza"
"hopeless","negativo","sin esperanza"
"hopeless","tristeza","sin esperanza"
"hopelessness","enfado","desesperación"
"hopelessness","desagrado","desesperación"
"hopelessness","miedo","desesperación"
"hopelessness","negativo","desesperación"
"hopelessness","tristeza","desesperación"
"horde","negativo","horda"
"horde","sorpresa","horda"
"horizon","anticipacion","horizonte"
"horizon","positivo","horizonte"
"horoscope","anticipacion","horóscopo"
"horrible","enfado","horrible"
"horrible","desagrado","horrible"
"horrible","miedo","horrible"
"horrible","negativo","horrible"
"horribly","negativo","terriblemente"
"horrid","enfado","horrible"
"horrid","desagrado","horrible"
"horrid","miedo","horrible"
"horrid","negativo","horrible"
"horrid","tristeza","horrible"
"horrific","enfado","horrendo"
"horrific","desagrado","horrendo"
"horrific","miedo","horrendo"
"horrific","negativo","horrendo"
"horrific","tristeza","horrendo"
"horrified","miedo","horrorizado"
"horrified","negativo","horrorizado"
"horrifying","desagrado","horripilante"
"horrifying","miedo","horripilante"
"horrifying","negativo","horripilante"
"horrifying","tristeza","horripilante"
"horror","enfado","horror"
"horror","desagrado","horror"
"horror","miedo","horror"
"horror","negativo","horror"
"horror","tristeza","horror"
"horror","sorpresa","horror"
"horrors","miedo","horrores"
"horrors","negativo","horrores"
"horrors","tristeza","horrores"
"horse","confianza","caballo"
"hospice","tristeza","hospicio"
"hospital","miedo","hospital"
"hospital","tristeza","hospital"
"hospital","confianza","hospital"
"hospitality","positivo","hospitalidad"
"hostage","enfado","rehén"
"hostage","miedo","rehén"
"hostage","negativo","rehén"
"hostile","enfado","hostil"
"hostile","desagrado","hostil"
"hostile","miedo","hostil"
"hostile","negativo","hostil"
"hostilities","enfado","hostilidades"
"hostilities","miedo","hostilidades"
"hostilities","negativo","hostilidades"
"hostility","enfado","hostilidad"
"hostility","desagrado","hostilidad"
"hostility","negativo","hostilidad"
"hot","enfado","caliente"
"household","positivo","casa"
"housekeeping","positivo","limpieza interna"
"howl","enfado","aullido"
"howl","desagrado","aullido"
"howl","miedo","aullido"
"howl","negativo","aullido"
"howl","tristeza","aullido"
"howl","sorpresa","aullido"
"huff","enfado","Suspiro"
"huff","desagrado","Suspiro"
"huff","negativo","Suspiro"
"hug","alegria","abrazo"
"hug","positivo","abrazo"
"hug","confianza","abrazo"
"hulk","desagrado","casco"
"humane","positivo","humano"
"humanitarian","anticipacion","humanitario"
"humanitarian","alegria","humanitario"
"humanitarian","positivo","humanitario"
"humanitarian","sorpresa","humanitario"
"humanitarian","confianza","humanitario"
"humanity","alegria","humanidad"
"humanity","positivo","humanidad"
"humanity","confianza","humanidad"
"humble","desagrado","humilde"
"humble","negativo","humilde"
"humble","positivo","humilde"
"humble","tristeza","humilde"
"humbled","positivo","humillado"
"humbled","tristeza","humillado"
"humbly","positivo","humildemente"
"humbug","enfado","farsante"
"humbug","desagrado","farsante"
"humbug","negativo","farsante"
"humbug","tristeza","farsante"
"humiliate","enfado","humillar"
"humiliate","negativo","humillar"
"humiliate","tristeza","humillar"
"humiliating","desagrado","humillante"
"humiliating","negativo","humillante"
"humiliation","desagrado","humillación"
"humiliation","negativo","humillación"
"humiliation","tristeza","humillación"
"humility","positivo","humildad"
"humility","confianza","humildad"
"humorist","positivo","humorista"
"humorous","alegria","humorístico"
"humorous","positivo","humorístico"
"hunch","negativo","corazonada"
"hungry","anticipacion","hambriento"
"hungry","negativo","hambriento"
"hunter","anticipacion","cazador"
"hunter","miedo","cazador"
"hunter","negativo","cazador"
"hunter","tristeza","cazador"
"hunting","enfado","caza"
"hunting","anticipacion","caza"
"hunting","miedo","caza"
"hunting","negativo","caza"
"hurrah","alegria","Hurra"
"hurrah","positivo","Hurra"
"hurricane","miedo","huracán"
"hurricane","negativo","huracán"
"hurried","anticipacion","apresurado"
"hurried","negativo","apresurado"
"hurry","anticipacion","prisa"
"hurt","enfado","herir"
"hurt","miedo","herir"
"hurt","negativo","herir"
"hurt","tristeza","herir"
"hurtful","enfado","hiriente"
"hurtful","desagrado","hiriente"
"hurtful","miedo","hiriente"
"hurtful","negativo","hiriente"
"hurtful","tristeza","hiriente"
"hurting","enfado","doloroso"
"hurting","miedo","doloroso"
"hurting","negativo","doloroso"
"hurting","tristeza","doloroso"
"husbandry","positivo","agricultura"
"husbandry","confianza","agricultura"
"hush","positivo","Cállate"
"hustler","negativo","estafador"
"hut","positivo","choza"
"hut","tristeza","choza"
"hydra","miedo","hidra"
"hydra","negativo","hidra"
"hydrocephalus","desagrado","hidrocefalia"
"hydrocephalus","miedo","hidrocefalia"
"hydrocephalus","negativo","hidrocefalia"
"hydrocephalus","tristeza","hidrocefalia"
"hygienic","positivo","higiénico"
"hymn","anticipacion","himno"
"hymn","alegria","himno"
"hymn","positivo","himno"
"hymn","tristeza","himno"
"hymn","confianza","himno"
"hype","anticipacion","bombo"
"hype","negativo","bombo"
"hyperbole","negativo","hipérbole"
"hypertrophy","desagrado","hipertrofia"
"hypertrophy","miedo","hipertrofia"
"hypertrophy","sorpresa","hipertrofia"
"hypocrisy","negativo","hipocresía"
"hypocrite","desagrado","hipócrita"
"hypocrite","negativo","hipócrita"
"hypocritical","desagrado","hipócrita"
"hypocritical","negativo","hipócrita"
"hypothesis","anticipacion","hipótesis"
"hypothesis","sorpresa","hipótesis"
"hysteria","miedo","histeria"
"hysteria","negativo","histeria"
"hysterical","enfado","histérico"
"hysterical","miedo","histérico"
"hysterical","negativo","histérico"
"idealism","positivo","idealismo"
"idiocy","enfado","idiotez"
"idiocy","desagrado","idiotez"
"idiocy","negativo","idiotez"
"idiocy","tristeza","idiotez"
"idiot","desagrado","idiota"
"idiot","negativo","idiota"
"idiotic","enfado","idiota"
"idiotic","desagrado","idiota"
"idiotic","negativo","idiota"
"idler","negativo","ocioso"
"idol","positivo","ídolo"
"idolatry","desagrado","idolatría"
"idolatry","miedo","idolatría"
"idolatry","negativo","idolatría"
"ignorance","negativo","ignorancia"
"ignorant","desagrado","ignorante"
"ignorant","negativo","ignorante"
"ignore","negativo","ignorar"
"ill","enfado","enfermo"
"ill","desagrado","enfermo"
"ill","miedo","enfermo"
"ill","negativo","enfermo"
"ill","tristeza","enfermo"
"illegal","enfado","ilegal"
"illegal","desagrado","ilegal"
"illegal","miedo","ilegal"
"illegal","negativo","ilegal"
"illegal","tristeza","ilegal"
"illegality","enfado","ilegalidad"
"illegality","desagrado","ilegalidad"
"illegality","miedo","ilegalidad"
"illegality","negativo","ilegalidad"
"illegible","negativo","ilegible"
"illegitimate","enfado","ilegítimo"
"illegitimate","desagrado","ilegítimo"
"illegitimate","miedo","ilegítimo"
"illegitimate","negativo","ilegítimo"
"illegitimate","tristeza","ilegítimo"
"illegitimate","sorpresa","ilegítimo"
"illicit","enfado","ilícito"
"illicit","desagrado","ilícito"
"illicit","miedo","ilícito"
"illicit","negativo","ilícito"
"illiterate","desagrado","analfabeto"
"illiterate","negativo","analfabeto"
"illness","miedo","enfermedad"
"illness","negativo","enfermedad"
"illness","tristeza","enfermedad"
"illogical","negativo","ilógico"
"illuminate","anticipacion","iluminar"
"illuminate","alegria","iluminar"
"illuminate","positivo","iluminar"
"illuminate","sorpresa","iluminar"
"illumination","alegria","iluminación"
"illumination","positivo","iluminación"
"illumination","sorpresa","iluminación"
"illumination","confianza","iluminación"
"illusion","negativo","espejismo"
"illusion","sorpresa","espejismo"
"illustrate","positivo","ilustrar"
"illustrious","positivo","ilustre"
"imaginative","positivo","imaginativo"
"imitated","negativo","imitado"
"imitation","negativo","imitación"
"immaculate","alegria","inmaculado"
"immaculate","positivo","inmaculado"
"immaculate","confianza","inmaculado"
"immature","anticipacion","inmaduro"
"immature","negativo","inmaduro"
"immaturity","enfado","inmadurez"
"immaturity","anticipacion","inmadurez"
"immaturity","negativo","inmadurez"
"immediacy","sorpresa","inmediación"
"immediately","anticipacion","inmediatamente"
"immediately","negativo","inmediatamente"
"immediately","positivo","inmediatamente"
"immense","positivo","inmenso"
"immerse","anticipacion","sumergirse"
"immerse","miedo","sumergirse"
"immerse","alegria","sumergirse"
"immerse","positivo","sumergirse"
"immerse","sorpresa","sumergirse"
"immerse","confianza","sumergirse"
"immigrant","miedo","inmigrante"
"imminent","anticipacion","inminente"
"imminent","miedo","inminente"
"immoral","enfado","inmoral"
"immoral","desagrado","inmoral"
"immoral","miedo","inmoral"
"immoral","negativo","inmoral"
"immoral","tristeza","inmoral"
"immorality","enfado","inmoralidad"
"immorality","desagrado","inmoralidad"
"immorality","negativo","inmoralidad"
"immortal","positivo","inmortal"
"immortality","anticipacion","inmortalidad"
"immovable","negativo","inamovible"
"immovable","positivo","inamovible"
"immovable","confianza","inamovible"
"immunization","confianza","inmunización"
"impair","negativo","perjudicar"
"impairment","negativo","discapacidad"
"impart","positivo","impartir"
"impart","confianza","impartir"
"impartial","positivo","imparcial"
"impartial","confianza","imparcial"
"impartiality","positivo","imparcialidad"
"impartiality","confianza","imparcialidad"
"impassable","negativo","infranqueable"
"impatience","negativo","impaciencia"
"impatient","anticipacion","impaciente"
"impatient","negativo","impaciente"
"impeach","desagrado","procesar"
"impeach","miedo","procesar"
"impeach","negativo","procesar"
"impeachment","negativo","el proceso de destitución"
"impeccable","positivo","impecable"
"impeccable","confianza","impecable"
"impede","negativo","impedir"
"impending","anticipacion","inminente"
"impending","miedo","inminente"
"impenetrable","confianza","impenetrable"
"imperfection","negativo","imperfección"
"imperfectly","negativo","imperfectamente"
"impermeable","enfado","impermeable"
"impermeable","miedo","impermeable"
"impersonate","negativo","personificar"
"impersonation","negativo","interpretación"
"impervious","positivo","impermeable"
"implacable","negativo","implacable"
"implicate","enfado","implicar"
"implicate","negativo","implicar"
"impolite","desagrado","descortés"
"impolite","negativo","descortés"
"importance","anticipacion","importancia"
"importance","positivo","importancia"
"important","positivo","importante"
"important","confianza","importante"
"imposition","negativo","imposición"
"impossible","negativo","imposible"
"impossible","tristeza","imposible"
"impotence","enfado","impotencia"
"impotence","miedo","impotencia"
"impotence","negativo","impotencia"
"impotence","tristeza","impotencia"
"impotent","negativo","impotente"
"impound","negativo","confiscar"
"impracticable","negativo","impracticable"
"impress","positivo","impresionar"
"impression","positivo","impresión"
"impressionable","confianza","impresionable"
